BANKSTATEMENTSHORTID,BANKSTATEMENTITEM,ACCOUNTINGDOCUMENT,ACCOUNTINGDOCUMENTITEM,FISCALYEAR,CLEARINGACCOUNTINGDOCUMENT,COMPANYCODE,CLEARINGDOCFISCALYEAR,ISRESIDUAL,BANKSTATEMENTPROCESSMETHOD,ISRULESPROPOSED
"00069009","00001","1100086776","001","2016","0100030233","F001","2017","N","2","N"
"00069010","00001","1100086777","001","2016","0100030235","F001","2017","N","2","N"
"00069011","00001","1100086778","001","2016","0100030237","F001","2017","N","2","N"
"00069012","00001","1100086779","001","2016","0100030239","F001","2017","N","2","N"
"00069013","00001","1100086780","001","2016","0100030241","F001","2017","N","2","N"
"00069014","00001","1100086781","001","2016","0100030243","F001","2017","N","2","N"
"00069015","00001","1100086782","001","2016","0100030245","F001","2017","N","2","N"
"00069016","00001","1100086783","001","2016","0100030247","F001","2017","N","2","N"
"00069018","00001","1100086785","001","2016","0100030250","F001","2017","N","2","N"
"00069019","00001","1100086786","001","2016","0100030252","F001","2017","N","2","N"
"00069020","00001","1100086787","001","2016","0100030254","F001","2017","N","2","N"
"00069021","00001","1100086789","001","2016","0100030256","F001","2017","N","2","N"
"00069022","00001","1100086790","001","2016","0100030258","F001","2017","N","2","N"
"00069023","00001","1100086792","001","2016","0100030260","F001","2017","N","2","N"
"00069024","00001","1100086794","001","2016","0100030262","F001","2017","N","2","N"
"00069025","00001","1100086795","001","2016","0100030264","F001","2017","N","2","N"
"00069026","00001","1100086796","001","2016","0100030266","F001","2017","N","2","N"
"00069027","00001","1100086798","001","2016","0100030268","F001","2017","N","2","N"
"00069028","00001","1100086799","001","2016","0100030270","F001","2017","N","2","N"
"00069029","00001","1100086801","001","2016","0100030272","F001","2017","N","2","N"
"00069030","00001","1100086802","001","2016","0100030274","F001","2017","N","2","N"
"00069031","00001","1100086803","001","2016","0100030276","F001","2017","N","2","N"
"00069032","00001","1100086804","001","2016","0100030278","F001","2017","N","2","N"
"00069033","00001","1100086805","001","2016","0100030280","F001","2017","N","2","N"
"00069034","00001","1100086806","001","2016","0100030282","F001","2017","N","2","N"
"00069035","00001","1100086807","001","2016","0100030284","F001","2017","N","2","N"
"00069036","00001","1100086808","001","2016","0100030286","F001","2017","N","2","N"
"00069037","00001","1100086809","001","2016","0100030288","F001","2017","N","2","N"
"00069038","00001","1100086810","001","2016","0100030290","F001","2017","N","2","N"
"00069039","00001","1100077736","001","2017","0100030292","F001","2017","N","2","N"
"00069040","00001","1100086812","001","2016","0100030294","F001","2017","N","2","N"
"00069041","00001","1100086813","001","2016","0100030296","F001","2017","N","2","N"
"00069042","00001","1100086814","001","2016","0100030298","F001","2017","N","2","N"
"00069043","00001","1100086815","001","2016","0100030300","F001","2017","N","2","N"
"00069044","00001","1100086816","001","2016","0100030302","F001","2017","N","2","N"
"00069045","00001","1100086817","001","2016","0100030304","F001","2017","N","2","N"
"00069046","00001","1100086819","001","2016","0100030306","F001","2017","N","2","N"
"00069047","00001","1100086820","001","2016","0100030308","F001","2017","N","2","N"
"00069048","00001","1100086821","001","2016","0100030310","F001","2017","N","2","N"
"00069049","00001","1100086823","001","2016","0100030312","F001","2017","N","2","N"
"00069050","00001","1100086824","001","2016","0100030314","F001","2017","N","2","N"
"00069051","00001","1100086825","001","2016","0100030316","F001","2017","N","2","N"
"00069052","00001","1100086826","001","2016","0100030318","F001","2017","N","2","N"
"00069053","00001","1100086827","001","2016","0100030320","F001","2017","N","2","N"
"00069054","00001","1100086829","001","2016","0100030322","F001","2017","N","2","N"
"00069055","00001","1100086830","001","2016","0100030324","F001","2017","N","2","N"
"00069056","00001","1100086831","001","2016","0100030326","F001","2017","N","2","N"
"00069057","00001","1100086832","001","2016","0100030328","F001","2017","N","2","N"
"00069058","00001","1100086833","001","2016","0100030330","F001","2017","N","2","N"
"00069059","00001","1100086834","001","2016","0100030332","F001","2017","N","2","N"
"00069060","00001","1100086835","001","2016","0100030334","F001","2017","N","2","N"
"00069061","00001","1100086836","001","2016","0100030336","F001","2017","N","2","N"
"00069062","00001","1100086837","001","2016","0100030338","F001","2017","N","2","N"
"00069063","00001","1100086838","001","2016","0100030340","F001","2017","N","2","N"
"00069064","00001","1100086839","001","2016","0100030342","F001","2017","N","2","N"
"00069065","00001","1100086840","001","2016","0100030344","F001","2017","N","2","N"
"00069066","00001","1100086841","001","2016","0100030346","F001","2017","N","2","N"
"00069067","00001","1100077737","001","2017","0100030348","F001","2017","N","2","N"
"00069068","00001","1100086842","001","2016","0100030350","F001","2017","N","2","N"
"00069069","00001","1100086843","001","2016","0100030352","F001","2017","N","2","N"
"00069070","00001","1100086846","001","2016","0100030354","F001","2017","N","2","N"
"00069071","00001","1100086848","001","2016","0100030356","F001","2017","N","2","N"
"00069072","00001","1100086849","001","2016","0100030358","F001","2017","N","2","N"
"00069073","00001","1100086851","001","2016","0100030360","F001","2017","N","2","N"
"00069074","00001","1100086852","001","2016","0100030362","F001","2017","N","2","N"
"00069075","00001","1100086853","001","2016","0100030364","F001","2017","N","2","N"
"00069076","00001","1100086854","001","2016","0100030366","F001","2017","N","2","N"
"00069077","00001","1100086857","001","2016","0100030368","F001","2017","N","2","N"
"00069078","00001","1100086858","001","2016","0100030370","F001","2017","N","2","N"
"00069079","00001","1100086861","001","2016","0100030372","F001","2017","N","2","N"
"00069080","00001","1100086862","001","2016","0100030374","F001","2017","N","2","N"
"00069081","00001","1100086863","001","2016","0100030376","F001","2017","N","2","N"
"00069082","00001","1100086864","001","2016","0100030378","F001","2017","N","2","N"
"00069083","00001","1100086865","001","2016","0100030380","F001","2017","N","2","N"
"00069084","00001","1100086866","001","2016","0100030382","F001","2017","N","2","N"
"00069085","00001","1100086867","001","2016","0100030384","F001","2017","N","2","N"
"00069086","00001","1100086869","001","2016","0100030386","F001","2017","N","2","N"
"00069087","00001","1100086870","001","2016","0100030388","F001","2017","N","2","N"
"00069088","00001","1100086871","001","2016","0100030390","F001","2017","N","2","N"
"00069089","00001","1100086872","001","2016","0100030392","F001","2017","N","2","N"
"00069090","00001","1100086873","001","2016","0100030394","F001","2017","N","2","N"
"00069091","00001","1100086874","001","2016","0100030396","F001","2017","N","2","N"
"00069092","00001","1100086875","001","2016","0100030398","F001","2017","N","2","N"
"00069093","00001","1100086876","001","2016","0100030400","F001","2017","N","2","N"
"00069094","00001","1100086877","001","2016","0100030402","F001","2017","N","2","N"
"00069095","00001","1100086878","001","2016","0100030404","F001","2017","N","2","N"
"00069096","00001","1100086880","001","2016","0100030406","F001","2017","N","2","N"
"00069097","00001","1100086881","001","2016","0100030408","F001","2017","N","2","N"
"00069098","00001","1100086882","001","2016","0100030410","F001","2017","N","2","N"
"00069099","00001","1100086883","001","2016","0100030412","F001","2017","N","2","N"
"00069100","00001","1100086884","001","2016","0100030414","F001","2017","N","2","N"
"00069101","00001","1100086885","001","2016","0100030416","F001","2017","N","2","N"
"00069102","00001","1100086886","001","2016","0100030418","F001","2017","N","2","N"
"00069103","00001","1100086887","001","2016","0100030420","F001","2017","N","2","N"
"00069104","00001","1100086888","001","2016","0100030422","F001","2017","N","2","N"
"00069105","00001","1100086889","001","2016","0100030424","F001","2017","N","2","N"
"00069106","00001","1100086890","001","2016","0100030426","F001","2017","N","2","N"
"00069107","00001","1100077738","001","2017","0100030428","F001","2017","N","2","N"
"00069108","00001","1100086891","001","2016","0100030430","F001","2017","N","2","N"
"00069109","00001","1100086892","001","2016","0100030432","F001","2017","N","2","N"
"00069110","00001","1100086893","001","2016","0100030434","F001","2017","N","2","N"
"00069111","00001","1100086894","001","2016","0100030436","F001","2017","N","2","N"
"00069112","00001","1100086895","001","2016","0100030438","F001","2017","N","2","N"
"00069113","00001","1100086896","001","2016","0100030440","F001","2017","N","2","N"
"00069114","00001","1100086897","001","2016","0100030442","F001","2017","N","2","N"
"00069115","00001","1100086898","001","2016","0100030444","F001","2017","N","2","N"
"00069116","00001","1100086899","001","2016","0100030446","F001","2017","N","2","N"
"00069117","00001","1100086900","001","2016","0100030448","F001","2017","N","2","N"
"00069118","00001","1100086901","001","2016","0100030450","F001","2017","N","2","N"
"00069119","00001","1100086902","001","2016","0100030452","F001","2017","N","2","N"
"00069120","00001","1100086903","001","2016","0100030454","F001","2017","N","2","N"
"00069121","00001","1100086904","001","2016","0100030456","F001","2017","N","2","N"
"00069122","00001","1100086905","001","2016","0100030458","F001","2017","N","2","N"
"00069123","00001","1100086907","001","2016","0100030460","F001","2017","N","2","N"
"00069124","00001","1100086908","001","2016","0100030462","F001","2017","N","2","N"
"00069125","00001","1100086909","001","2016","0100030464","F001","2017","N","2","N"
"00069126","00001","1100086911","001","2016","0100030466","F001","2017","N","2","N"
"00069127","00001","1100086916","001","2016","0100030468","F001","2017","N","2","N"
"00069128","00001","1100086917","001","2016","0100030470","F001","2017","N","2","N"
"00069129","00001","1100086918","001","2016","0100030472","F001","2017","N","2","N"
"00069130","00001","1100086919","001","2016","0100030474","F001","2017","N","2","N"
"00069131","00001","1100086920","001","2016","0100030476","F001","2017","N","2","N"
"00069132","00001","1100086921","001","2016","0100030478","F001","2017","N","2","N"
"00069133","00001","1100086922","001","2016","0100030480","F001","2017","N","2","N"
"00069134","00001","1100086923","001","2016","0100030482","F001","2017","N","2","N"
"00069135","00001","1100086924","001","2016","0100030484","F001","2017","N","2","N"
"00069136","00001","1100086925","001","2016","0100030486","F001","2017","N","2","N"
"00069137","00001","1100086926","001","2016","0100030488","F001","2017","N","2","N"
"00069138","00001","1100086927","001","2016","0100030490","F001","2017","N","2","N"
"00069139","00001","1100086928","001","2016","0100030492","F001","2017","N","2","N"
"00069140","00001","1100086929","001","2016","0100030494","F001","2017","N","2","N"
"00069141","00001","1100086930","001","2016","0100030496","F001","2017","N","2","N"
"00069142","00001","1100086933","001","2016","0100030498","F001","2017","N","2","N"
"00069143","00001","1100086934","001","2016","0100030500","F001","2017","N","2","N"
"00069144","00001","1100086935","001","2016","0100030502","F001","2017","N","2","N"
"00069145","00001","1100086937","001","2016","0100030504","F001","2017","N","2","N"
"00069146","00001","1100086938","001","2016","0100030506","F001","2017","N","2","N"
"00069147","00001","1100086939","001","2016","0100030508","F001","2017","N","2","N"
"00069148","00001","1100086942","001","2016","0100030510","F001","2017","N","2","N"
"00069149","00001","1100086944","001","2016","0100030512","F001","2017","N","2","N"
"00069150","00001","1100086945","001","2016","0100030514","F001","2017","N","2","N"
"00069151","00001","1100086946","001","2016","0100030516","F001","2017","N","2","N"
"00069152","00001","1100086947","001","2016","0100030518","F001","2017","N","2","N"
"00069153","00001","1100086948","001","2016","0100030520","F001","2017","N","2","N"
"00069154","00001","1100086949","001","2016","0100030522","F001","2017","N","2","N"
"00069155","00001","1100086951","001","2016","0100030524","F001","2017","N","2","N"
"00069156","00001","1100086953","001","2016","0100030526","F001","2017","N","2","N"
"00069157","00001","1100086954","001","2016","0100030528","F001","2017","N","2","N"
"00069158","00001","1100086955","001","2016","0100030530","F001","2017","N","2","N"
"00069159","00001","1100086956","001","2016","0100030532","F001","2017","N","2","N"
"00069160","00001","1100086957","001","2016","0100030534","F001","2017","N","2","N"
"00069161","00001","1100086958","001","2016","0100030536","F001","2017","N","2","N"
"00069162","00001","1100086959","001","2016","0100030538","F001","2017","N","2","N"
"00069163","00001","1100086960","001","2016","0100030540","F001","2017","N","2","N"
"00069164","00001","1100086961","001","2016","0100030542","F001","2017","N","2","N"
"00069165","00001","1100086962","001","2016","0100030544","F001","2017","N","2","N"
"00069166","00001","1100086963","001","2016","0100030546","F001","2017","N","2","N"
"00069167","00001","1100086964","001","2016","0100030548","F001","2017","N","2","N"
"00069168","00001","1100086965","001","2016","0100030550","F001","2017","N","2","N"
"00069169","00001","1100086967","001","2016","0100030552","F001","2017","N","2","N"
"00069170","00001","1100086968","001","2016","0100030554","F001","2017","N","2","N"
"00069171","00001","1100086969","001","2016","0100030556","F001","2017","N","2","N"
"00069172","00001","1100086970","001","2016","0100030558","F001","2017","N","2","N"
"00069173","00001","1100086971","001","2016","0100030560","F001","2017","N","2","N"
"00069174","00001","1100086972","001","2016","0100030562","F001","2017","N","2","N"
"00069175","00001","1100086973","001","2016","0100030564","F001","2017","N","2","N"
"00069176","00001","1100086974","001","2016","0100030566","F001","2017","N","2","N"
"00069177","00001","1100086975","001","2016","0100030568","F001","2017","N","2","N"
"00069178","00001","1100086977","001","2016","0100030570","F001","2017","N","2","N"
"00069179","00001","1100086978","001","2016","0100030572","F001","2017","N","2","N"
"00069180","00001","1100086979","001","2016","0100030574","F001","2017","N","2","N"
"00069181","00001","1100086980","001","2016","0100030576","F001","2017","N","2","N"
"00069182","00001","1100086982","001","2016","0100030578","F001","2017","N","2","N"
"00069183","00001","1100086983","001","2016","0100030580","F001","2017","N","2","N"
"00069184","00001","1100086984","001","2016","0100030582","F001","2017","N","2","N"
"00069185","00001","1100086985","001","2016","0100030584","F001","2017","N","2","N"
"00069186","00001","1100086986","001","2016","0100030586","F001","2017","N","2","N"
"00069187","00001","1100086987","001","2016","0100030588","F001","2017","N","2","N"
"00069188","00001","1100086988","001","2016","0100030590","F001","2017","N","2","N"
"00069189","00001","1100086991","001","2016","0100030592","F001","2017","N","2","N"
"00069190","00001","1100086992","001","2016","0100030594","F001","2017","N","2","N"
"00069191","00001","1100086993","001","2016","0100030596","F001","2017","N","2","N"
"00069192","00001","1100086994","001","2016","0100030598","F001","2017","N","2","N"
"00069193","00001","1100086995","001","2016","0100030600","F001","2017","N","2","N"
"00069194","00001","1100086996","001","2016","0100030602","F001","2017","N","2","N"
"00069195","00001","1100086997","001","2016","0100030604","F001","2017","N","2","N"
"00069196","00001","1100086998","001","2016","0100030606","F001","2017","N","2","N"
"00069197","00001","1100086999","001","2016","0100030608","F001","2017","N","2","N"
"00069198","00001","1100087000","001","2016","0100030610","F001","2017","N","2","N"
"00069199","00001","1100087001","001","2016","0100030612","F001","2017","N","2","N"
"00069200","00001","1100087002","001","2016","0100030614","F001","2017","N","2","N"
"00069201","00001","1100087004","001","2016","0100030616","F001","2017","N","2","N"
"00069202","00001","1100087005","001","2016","0100030618","F001","2017","N","2","N"
"00069203","00001","1100087006","001","2016","0100030620","F001","2017","N","2","N"
"00069204","00001","1100087007","001","2016","0100030622","F001","2017","N","2","N"
"00069205","00001","1100087009","001","2016","0100030624","F001","2017","N","2","N"
"00069206","00001","1100087010","001","2016","0100030626","F001","2017","N","2","N"
"00069207","00001","1100087011","001","2016","0100030628","F001","2017","N","2","N"
"00069208","00001","1100087012","001","2016","0100030630","F001","2017","N","2","N"
"00069209","00001","1100087015","001","2016","0100030632","F001","2017","N","2","N"
"00069210","00001","1100087016","001","2016","0100030634","F001","2017","N","2","N"
"00069211","00001","1100087017","001","2016","0100030636","F001","2017","N","2","N"
"00069212","00001","1100087018","001","2016","0100030638","F001","2017","N","2","N"
"00069213","00001","1100087019","001","2016","0100030640","F001","2017","N","2","N"
"00069214","00001","1100087020","001","2016","0100030642","F001","2017","N","2","N"
"00069215","00001","1100087021","001","2016","0100030644","F001","2017","N","2","N"
"00069216","00001","1100087022","001","2016","0100030646","F001","2017","N","2","N"
"00069217","00001","1100087023","001","2016","0100030648","F001","2017","N","2","N"
"00069218","00001","1100087024","001","2016","0100030650","F001","2017","N","2","N"
"00069219","00001","1100087025","001","2016","0100030652","F001","2017","N","2","N"
"00069220","00001","1100087026","001","2016","0100030654","F001","2017","N","2","N"
"00069221","00001","1100087027","001","2016","0100030656","F001","2017","N","2","N"
"00069222","00001","1100087028","001","2016","0100030658","F001","2017","N","2","N"
"00069223","00001","1100087029","001","2016","0100030660","F001","2017","N","2","N"
"00069224","00001","1100087030","001","2016","0100030662","F001","2017","N","2","N"
"00069225","00001","1100087031","001","2016","0100030664","F001","2017","N","2","N"
"00069226","00001","1100087033","001","2016","0100030666","F001","2017","N","2","N"
"00069227","00001","1100087034","001","2016","0100030668","F001","2017","N","2","N"
"00069228","00001","1100087035","001","2016","0100030670","F001","2017","N","2","N"
"00069229","00001","1100087037","001","2016","0100030672","F001","2017","N","2","N"
"00069230","00001","1100087038","001","2016","0100030674","F001","2017","N","2","N"
"00069231","00001","1100087040","001","2016","0100030676","F001","2017","N","2","N"
"00069232","00001","1100087041","001","2016","0100030678","F001","2017","N","2","N"
"00069233","00001","1100087042","001","2016","0100030680","F001","2017","N","2","N"
"00069234","00001","1100087043","001","2016","0100030682","F001","2017","N","2","N"
"00069235","00001","1100087044","001","2016","0100030684","F001","2017","N","2","N"
"00069236","00001","1100087045","001","2016","0100030686","F001","2017","N","2","N"
"00069237","00001","1100087046","001","2016","0100030688","F001","2017","N","2","N"
"00069238","00001","1100087047","001","2016","0100030690","F001","2017","N","2","N"
"00069239","00001","1100087048","001","2016","0100030692","F001","2017","N","2","N"
"00069240","00001","1100087050","001","2016","0100030694","F001","2017","N","2","N"
"00069241","00001","1100087054","001","2016","0100030696","F001","2017","N","2","N"
"00069242","00001","1100087055","001","2016","0100030698","F001","2017","N","2","N"
"00069243","00001","1100087056","001","2016","0100030700","F001","2017","N","2","N"
"00069244","00001","1100087057","001","2016","0100030702","F001","2017","N","2","N"
"00069245","00001","1100087058","001","2016","0100030704","F001","2017","N","2","N"
"00069246","00001","1100087059","001","2016","0100030706","F001","2017","N","2","N"
"00069247","00001","1100087060","001","2016","0100030708","F001","2017","N","2","N"
"00069248","00001","1100087061","001","2016","0100030710","F001","2017","N","2","N"
"00069249","00001","1100087062","001","2016","0100030712","F001","2017","N","2","N"
"00069250","00001","1100087064","001","2016","0100030714","F001","2017","N","2","N"
"00069251","00001","1100087065","001","2016","0100030716","F001","2017","N","2","N"
"00069252","00001","1100087066","001","2016","0100030718","F001","2017","N","2","N"
"00069253","00001","1100087067","001","2016","0100030720","F001","2017","N","2","N"
"00069254","00001","1100087068","001","2016","0100030722","F001","2017","N","2","N"
"00069255","00001","1100087069","001","2016","0100030724","F001","2017","N","2","N"
"00069256","00001","1100087070","001","2016","0100030726","F001","2017","N","2","N"
"00069257","00001","1100087071","001","2016","0100030728","F001","2017","N","2","N"
"00069258","00001","1100087072","001","2016","0100030730","F001","2017","N","2","N"
"00069259","00001","1100087073","001","2016","0100030732","F001","2017","N","2","N"
"00069260","00001","1100087075","001","2016","0100030734","F001","2017","N","2","N"
"00069261","00001","1100077741","001","2017","0100030736","F001","2017","N","2","N"
"00069262","00001","1100087076","001","2016","0100030738","F001","2017","N","2","N"
"00069263","00001","1100087077","001","2016","0100030740","F001","2017","N","2","N"
"00069264","00001","1100087078","001","2016","0100030742","F001","2017","N","2","N"
"00069265","00001","1100087079","001","2016","0100030744","F001","2017","N","2","N"
"00069266","00001","1100087080","001","2016","0100030746","F001","2017","N","2","N"
"00069267","00001","1100087081","001","2016","0100030748","F001","2017","N","2","N"
"00069268","00001","1100087082","001","2016","0100030750","F001","2017","N","2","N"
"00069269","00001","1100087083","001","2016","0100030752","F001","2017","N","2","N"
"00069270","00001","1100087084","001","2016","0100030754","F001","2017","N","2","N"
"00069271","00001","1100087085","001","2016","0100030756","F001","2017","N","2","N"
"00069272","00001","1100087086","001","2016","0100030758","F001","2017","N","2","N"
"00069273","00001","1100087087","001","2016","0100030760","F001","2017","N","2","N"
"00069274","00001","1100087088","001","2016","0100030762","F001","2017","N","2","N"
"00069275","00001","1100087089","001","2016","0100030764","F001","2017","N","2","N"
"00069276","00001","1100087090","001","2016","0100030766","F001","2017","N","2","N"
"00069277","00001","1100087091","001","2016","0100030768","F001","2017","N","2","N"
"00069278","00001","1100087092","001","2016","0100030770","F001","2017","N","2","N"
"00069279","00001","1100087094","001","2016","0100030772","F001","2017","N","2","N"
"00069280","00001","1100087095","001","2016","0100030774","F001","2017","N","2","N"
"00069281","00001","1100087096","001","2016","0100030776","F001","2017","N","2","N"
"00069282","00001","1100087099","001","2016","0100030778","F001","2017","N","2","N"
"00069283","00001","1100087100","001","2016","0100030780","F001","2017","N","2","N"
"00069284","00001","1100087101","001","2016","0100030782","F001","2017","N","2","N"
"00069285","00001","1100087102","001","2016","0100030784","F001","2017","N","2","N"
"00069286","00001","1100087104","001","2016","0100030786","F001","2017","N","2","N"
"00069287","00001","1100087105","001","2016","0100030788","F001","2017","N","2","N"
"00069288","00001","1100087106","001","2016","0100030790","F001","2017","N","2","N"
"00069289","00001","1100087108","001","2016","0100030792","F001","2017","N","2","N"
"00069290","00001","1100087110","001","2016","0100030794","F001","2017","N","2","N"
"00069291","00001","1100087111","001","2016","0100030796","F001","2017","N","2","N"
"00069292","00001","1100087113","001","2016","0100030798","F001","2017","N","2","N"
"00069293","00001","1100087114","001","2016","0100030800","F001","2017","N","2","N"
"00069294","00001","1100087115","001","2016","0100030802","F001","2017","N","2","N"
"00069295","00001","1100087116","001","2016","0100030804","F001","2017","N","2","N"
"00069296","00001","1100087117","001","2016","0100030806","F001","2017","N","2","N"
"00069297","00001","1100087119","001","2016","0100030808","F001","2017","N","2","N"
"00069298","00001","1100087121","001","2016","0100030810","F001","2017","N","2","N"
"00069299","00001","1100087122","001","2016","0100030812","F001","2017","N","2","N"
"00069300","00001","1100087123","001","2016","0100030814","F001","2017","N","2","N"
"00069301","00001","1100087124","001","2016","0100030816","F001","2017","N","2","N"
"00069302","00001","1100087126","001","2016","0100030818","F001","2017","N","2","N"
"00069303","00001","1100087127","001","2016","0100030820","F001","2017","N","2","N"
"00069304","00001","1100087128","001","2016","0100030822","F001","2017","N","2","N"
"00069305","00001","1100087129","001","2016","0100030824","F001","2017","N","2","N"
"00069306","00001","1100087130","001","2016","0100030826","F001","2017","N","2","N"
"00069307","00001","1100087131","001","2016","0100030828","F001","2017","N","2","N"
"00069308","00001","1100087132","001","2016","0100030830","F001","2017","N","2","N"
"00069309","00001","1100087133","001","2016","0100030832","F001","2017","N","2","N"
"00069310","00001","1100087134","001","2016","0100030834","F001","2017","N","2","N"
"00069311","00001","1100087135","001","2016","0100030836","F001","2017","N","2","N"
"00069312","00001","1100087136","001","2016","0100030838","F001","2017","N","2","N"
"00069313","00001","1100087138","001","2016","0100030840","F001","2017","N","2","N"
"00069314","00001","1100087139","001","2016","0100030842","F001","2017","N","2","N"
"00069315","00001","1100087140","001","2016","0100030844","F001","2017","N","2","N"
"00069316","00001","1100087141","001","2016","0100030846","F001","2017","N","2","N"
"00069317","00001","1100087142","001","2016","0100030848","F001","2017","N","2","N"
"00069318","00001","1100087143","001","2016","0100030850","F001","2017","N","2","N"
"00069319","00001","1100087144","001","2016","0100030852","F001","2017","N","2","N"
"00069320","00001","1100087145","001","2016","0100030854","F001","2017","N","2","N"
"00069321","00001","1100087146","001","2016","0100030856","F001","2017","N","2","N"
"00069322","00001","1100087147","001","2016","0100030858","F001","2017","N","2","N"
"00069323","00001","1100087148","001","2016","0100030860","F001","2017","N","2","N"
"00069324","00001","1100087149","001","2016","0100030862","F001","2017","N","2","N"
"00069325","00001","1100087150","001","2016","0100030864","F001","2017","N","2","N"
"00069326","00001","1100087151","001","2016","0100030866","F001","2017","N","2","N"
"00069327","00001","1100087152","001","2016","0100030868","F001","2017","N","2","N"
"00069328","00001","1100087153","001","2016","0100030870","F001","2017","N","2","N"
"00069329","00001","1100087154","001","2016","0100030872","F001","2017","N","2","N"
"00069330","00001","1100087155","001","2016","0100030874","F001","2017","N","2","N"
"00069331","00001","1100087156","001","2016","0100030876","F001","2017","N","2","N"
"00069332","00001","1100087157","001","2016","0100030878","F001","2017","N","2","N"
"00069333","00001","1100087159","001","2016","0100030880","F001","2017","N","2","N"
"00069334","00001","1100087160","001","2016","0100030882","F001","2017","N","2","N"
"00069335","00001","1100087161","001","2016","0100030884","F001","2017","N","2","N"
"00069336","00001","1100087162","001","2016","0100030886","F001","2017","N","2","N"
"00069337","00001","1100087163","001","2016","0100030888","F001","2017","N","2","N"
"00069338","00001","1100087164","001","2016","0100030890","F001","2017","N","2","N"
"00069339","00001","1100087165","001","2016","0100030892","F001","2017","N","2","N"
"00069340","00001","1100087166","001","2016","0100030894","F001","2017","N","2","N"
"00069341","00001","1100087168","001","2016","0100030896","F001","2017","N","2","N"
"00069342","00001","1100087170","001","2016","0100030898","F001","2017","N","2","N"
"00069343","00001","1100087171","001","2016","0100030900","F001","2017","N","2","N"
"00069344","00001","1100087172","001","2016","0100030902","F001","2017","N","2","N"
"00069345","00001","1100087173","001","2016","0100030904","F001","2017","N","2","N"
"00069346","00001","1100087174","001","2016","0100030906","F001","2017","N","2","N"
"00069347","00001","1100087175","001","2016","0100030908","F001","2017","N","2","N"
"00069348","00001","1100087177","001","2016","0100030910","F001","2017","N","2","N"
"00069349","00001","1100087178","001","2016","0100030912","F001","2017","N","2","N"
"00069350","00001","1100087179","001","2016","0100030914","F001","2017","N","2","N"
"00069351","00001","1100087180","001","2016","0100030916","F001","2017","N","2","N"
"00069352","00001","1100087182","001","2016","0100030918","F001","2017","N","2","N"
"00069353","00001","1100087184","001","2016","0100030920","F001","2017","N","2","N"
"00069354","00001","1100087185","001","2016","0100030922","F001","2017","N","2","N"
"00069355","00001","1100087186","001","2016","0100030924","F001","2017","N","2","N"
"00069356","00001","1100087187","001","2016","0100030926","F001","2017","N","2","N"
"00069357","00001","1100087188","001","2016","0100030928","F001","2017","N","2","N"
"00069358","00001","1100087190","001","2016","0100030930","F001","2017","N","2","N"
"00069359","00001","1100087191","001","2016","0100030932","F001","2017","N","2","N"
"00069360","00001","1100087192","001","2016","0100030934","F001","2017","N","2","N"
"00069361","00001","1100087193","001","2016","0100030936","F001","2017","N","2","N"
"00069362","00001","1100087194","001","2016","0100030938","F001","2017","N","2","N"
"00069363","00001","1100087195","001","2016","0100030940","F001","2017","N","2","N"
"00069364","00001","1100087196","001","2016","0100030942","F001","2017","N","2","N"
"00069365","00001","1100087197","001","2016","0100030944","F001","2017","N","2","N"
"00069366","00001","1100087198","001","2016","0100030946","F001","2017","N","2","N"
"00069367","00001","1100087199","001","2016","0100030948","F001","2017","N","2","N"
"00069368","00001","1100087201","001","2016","0100030950","F001","2017","N","2","N"
"00069369","00001","1100087202","001","2016","0100030952","F001","2017","N","2","N"
"00069370","00001","1100087203","001","2016","0100030954","F001","2017","N","2","N"
"00069371","00001","1100087204","001","2016","0100030956","F001","2017","N","2","N"
"00069372","00001","1100087205","001","2016","0100030958","F001","2017","N","2","N"
"00069373","00001","1100087207","001","2016","0100030960","F001","2017","N","2","N"
"00069374","00001","1100087208","001","2016","0100030962","F001","2017","N","2","N"
"00069376","00001","1100087210","001","2016","0100030965","F001","2017","N","2","N"
"00069377","00001","1100087211","001","2016","0100030967","F001","2017","N","2","N"
"00069378","00001","1100087212","001","2016","0100030969","F001","2017","N","2","N"
"00069379","00001","1100087213","001","2016","0100030971","F001","2017","N","2","N"
"00069380","00001","1100087215","001","2016","0100030973","F001","2017","N","2","N"
"00069381","00001","1100087216","001","2016","0100030975","F001","2017","N","2","N"
"00069382","00001","1100087217","001","2016","0100030977","F001","2017","N","2","N"
"00069383","00001","1100087218","001","2016","0100030979","F001","2017","N","2","N"
"00069384","00001","1100087220","001","2016","0100030981","F001","2017","N","2","N"
"00069385","00001","1100087221","001","2016","0100030983","F001","2017","N","2","N"
"00069386","00001","1100087222","001","2016","0100030985","F001","2017","N","2","N"
"00069387","00001","1100087223","001","2016","0100030987","F001","2017","N","2","N"
"00069388","00001","1100087224","001","2016","0100030989","F001","2017","N","2","N"
"00069389","00001","1100087225","001","2016","0100030991","F001","2017","N","2","N"
"00069390","00001","1100087226","001","2016","0100030993","F001","2017","N","2","N"
"00069391","00001","1100087227","001","2016","0100030995","F001","2017","N","2","N"
"00069392","00001","1100087228","001","2016","0100030997","F001","2017","N","2","N"
"00069393","00001","1100087229","001","2016","0100030999","F001","2017","N","2","N"
"00069394","00001","1100087230","001","2016","0100031001","F001","2017","N","2","N"
